lat,long,country,mag,month,day,year
36,-3,SPAIN,,2,16,1930
-11.61,165.762,SOLOMON ISLANDS,7.2,9,2,2007
-25.996,-177.514,KERMADEC ISLANDS,7.8,12,9,2007
41.892,143.754,JAPAN,6.8,9,11,2008
6.9,0.6,TOGO,,5,19,1933
31.002,103.322,CHINA,7.9,5,12,2008
52.18,-175.5,USA,,8,8,2008
1.271,122.091,INDONESIA,7.3,11,16,2008
41,29.5,GREECE,,8,15,555
37.1,27.7,GREECE,7,,,558
39.6,29.1,GREECE,6.2,5,2,1928
36.5,28.7,GREECE,7.2,2,28,1851
43.967,12.667,ITALY,5.9,8,16,1916
-16.6,-71.6,PERU,8.2,1,22,1582
-5.3,-80.5,PERU,,7,9,1587
-12.3,-77.6,PERU,7.7,11,13,1655
37.333,15.167,ITALY,6,1,9,1693
42.1,24.8,BULGARIA,,10,,1750
-16.5,-72,PERU,8,5,13,1784
16,119.5,PHILIPPINES,,11,5,1796
42,42,GEORGIA,7.5,10,21,1905
37.417,-18.983,ATLANTIC OCEAN,8.3,11,25,1941
36,25,GREECE,7,3,9,1629
-0.414,132.885,INDONESIA,7.6,1,3,2009
-0.691,133.305,INDONESIA,7.3,1,3,2009
38.583,16.2,ITALY,6.6,2,7,1783
46.857,155.154,RUSSIA,7.4,1,15,2009
3.884,126.397,INDONESIA,7.2,2,11,2009
41.3,19.5,ALBANIA,6.6,,,-58
43,41,GEORGIA,5.5,,,-50
43.4,28.5,BULGARIA,7.2,3,31,1901
43.5,28.5,BULGARIA,,,,-50
17,73.2,INDIA,,,,1524
44.08,8,ITALY,4.6,4,18,1968
38.25,15.717,ITALY,,3,24,1783
36.97,-2.66,SPAIN,,9,22,1522
69.433,20.15,NORWAY,,,,1810
43,29,BULGARIA,,5,7,2007
61.183,5.267,NORWAY,,3,19,1998
59,3,NORWAY,5.1,1,24,1927
44,34,UKRAINE,6.5,5,31,1908
37,-10,PORTUGAL,,11,2,1755
58.667,6.167,NORWAY,,5,7,1867
37,-10,PORTUGAL,,12,21,1755
69.817,20.917,NORWAY,,5,7,1959
38.789,15.213,ITALY,,8,20,1944
62.767,7.9,NORWAY,,2,,1756
63.317,9.85,NORWAY,,5,2,1930
62.083,7.117,NORWAY,,4,14,1880
65.117,12.333,NORWAY,,10,6,1979
62.333,6.967,NORWAY,,1,8,1731
44,33,UKRAINE,,12,26,1919
63.433,10.383,NORWAY,,10,8,1950
65.883,13.167,NORWAY,,8,31,1940
61.233,7.717,NORWAY,,8,18,1983
62.333,6.967,NORWAY,,3,,1938
36.5,-3.6,SPAIN,,10,9,1680
36,-8,SPAIN,,6,10,881
64.883,12.417,NORWAY,,1,9,1952
59.6,10.633,NORWAY,,5,8,1966
62.2,6.65,NORWAY,,2,21,1987
40.85,14.25,ITALY,,6,20,1112
61.267,6.583,NORWAY,,4,28,1994
36.833,-2.833,SPAIN,,1,13,1804
54,1.067,UK,6,6,7,1931
6.9,125.8,PHILIPPINES,,6,21,1893
43.667,13.267,ITALY,5.9,10,30,1930
37.053,-24.427,PORTUGAL,6.5,5,8,1939
38.727,-27.75,PORTUGAL,6.9,1,1,1980
-23.046,-174.659,TONGA,7.6,3,19,2009
36.37,-6.98,SPAIN,4.4,8,14,1978
36,-10.5,PORTUGAL,,,,-210
36,-10,PORTUGAL,6.7,,,-60
36,-10.83,PORTUGAL,,,,382
40.4,28.4,TURKEY,7,1,26,450
40.75,29,TURKEY,6.1,9,18,1963
-15.95,-5.7,UK TERRITORY,,5,,1821
63.433,10.383,NORWAY,,4,23,1888
38.789,15.213,ITALY,,9,11,1930
36.1,36.1,TURKEY,7.5,12,13,115
-13.006,166.51,VANUATU,7.6,10,7,2009
16.72,-86.236,HONDURAS,7.3,5,28,2009
-0.72,99.867,INDONESIA,7.5,9,30,2009
-1.479,99.49,INDONESIA,6.7,8,16,2009
14.099,92.888,INDIA,7.5,8,10,2009
34.743,138.264,JAPAN,6.4,8,10,2009
32,35.5,ISRAEL,6.3,7,11,1927
-45.762,166.562,NEW ZEALAND,7.8,7,15,2009
4.633,95.567,INDONESIA,,11,9,1929
-15.489,-172.095,SAMOA,8.1,9,29,2009
-21,-159,COOK ISLANDS,,3,7,1909
-8.743,157.477,SOLOMON ISLANDS,6.6,1,3,2010
-8.799,157.346,SOLOMON ISLANDS,7.1,1,3,2010
31.675,35.551,JORDAN,5.3,2,11,2004
-9.019,157.551,SOLOMON ISLANDS,6.8,1,5,2010
-45.78,166.48,NEW ZEALAND,,,,1826
18.457,-72.533,HAITI,7,1,12,2010
-36.122,-72.898,CHILE,8.8,2,27,2010
18.2,-72.53,HAITI,,5,19,1864
2.383,97.048,INDONESIA,7.8,4,6,2010
-8.54,123.59,INDONESIA,,8,17,1983
-34.29,-71.891,CHILE,6.9,3,11,2010
25.93,128.425,JAPAN,7,2,26,2010
-9.282,-77.645,PERU,,4,13,2010
-17.7,168.3,VANUATU,,11,24,1905
50.363,-4.142,UK,,7,17,1793
16.708,145.97,USA TERRITORY,,5,29,2010
-40.85,145.32,AUSTRALIA,,11,22,1859
-43.3,148.9,AUSTRALIA,,1,21,1836
-17.7,168.3,VANUATU,,11,22,1905
14,-91,GUATEMALA,,9,27,1902
24.6,-107.9,MEXICO,,8,16,1902
15.775,-61.744,GUADELOUPE (FRENCH TERRITORY),5.8,2,14,2005
-12.4,130.7,AUSTRALIA,,1,29,1899
-14,166.5,VANUATU,7.2,11,10,1910
14.71,-91.59,GUATEMALA,6.3,1,18,1902
14,-91,GUATEMALA,7.5,4,19,1902
7.881,91.936,INDIA,7.5,6,12,2010
64,-165,USA,,11,5,1910
-5,151,PAPUA NEW GUINEA,,12,12,1933
46.73,7.97,SWITZERLAND,,4,24,1996
11,-86.5,NICARAGUA,7,10,8,1901
26,91,INDIA,8.7,6,12,1897
-54,-71,CHILE,7.8,12,17,1949
23,71,INDIA,,11,,-326
-15.5,167.2,VANUATU,,7,8,1909
-17.541,168.069,VANUATU,7.2,8,10,2010
10.46,79.53,INDIA,,,,900
22,89,BANGLADESH,,5,,1874
-0.5,166.9,NAURU,,2,25,1936
12.484,141.476,USA TERRITORY,6.9,8,13,2010
36.2,-7.17,SPAIN,,,,-216
-34.5,-57.9,URUGUAY,,6,5,1888
-3.487,100.082,INDONESIA,7.8,10,25,2010
26.901,143.698,JAPAN,7.4,12,21,2010
44.4,-67.97,USA,,1,4,1994
37.07,15.3,ITALY,6.6,12,10,1542
-19.702,167.947,VANUATU,7.3,12,25,2010
-43.583,172.68,NEW ZEALAND,6.1,2,21,2011
-36.474,-73.125,CHILE,6.8,2,11,2011
-21,-70,CHILE,6.8,8,21,1869
18.2,-94.5,MEXICO,,2,7,1871
38.435,142.842,JAPAN,7.5,3,9,2011
-11.8,-77.8,PERU,8.4,3,17,1584
38.297,142.372,JAPAN,9.1,3,11,2011
48.7,-2,FRANCE,,9,7,1871
27.07,142.21,JAPAN,,,,1872
38.209,23.288,GREECE,6.4,3,4,1981
13.1,-87.6,HONDURAS,,4,10,1997
36,28,GREECE,,10,3,1481
37.7,141.7,JAPAN,7.6,6,9,1646
35.1,138.75,JAPAN,,10,7,1899
-19.157,168.311,VANUATU,6.5,1,9,2011
40.4,139,JAPAN,6.6,5,7,1964
38.034,143.264,JAPAN,7,7,10,2011
52.05,-171.836,USA,7.3,6,24,2011
32.5,134.5,JAPAN,7,12,3,1855
32.536,141.641,JAPAN,6.3,8,11,1992
23.959,122.448,TAIWAN,6.5,5,24,1994
-29.539,-176.34,NEW ZEALAND,7.6,7,6,2011
33.4,134.7,JAPAN,6.9,2,27,1671
36.2,142.2,JAPAN,7.6,11,10,1730
50.5,-3,UK,,6,27,2011
59.05,6.64,NORWAY,,8,6,2011
38.276,141.588,JAPAN,7.1,4,7,2011
59.05,6.64,NORWAY,,7,30,2011
-18.311,168.218,VANUATU,7,8,20,2011
-18.365,168.143,VANUATU,7.1,8,20,2011
52.171,-171.708,USA,6.8,9,2,2011
14.944,-61.274,MARTINIQUE (FRENCH TERRITORY),7.4,11,29,2007
9.755,124.694,PHILIPPINES,6.6,2,8,1990
-28.993,-176.238,NEW ZEALAND,7.4,10,21,2011
16.493,-98.231,MEXICO,7.4,3,20,2012
40.887,144.944,JAPAN,6.9,3,14,2012
13.049,-88.66,EL SALVADOR,7.7,1,13,2001
2.327,93.063,INDONESIA,8.6,4,11,2012
0.802,92.463,INDONESIA,8.2,4,11,2012
-18.972,168.741,VANUATU,6.3,4,14,2012
27.07,142.21,JAPAN,,1,,1826
-21.955,-157.92,COOK ISLANDS,,4,13,2010
-17.827,167.133,VANUATU,7,2,2,2012
6,122,PHILIPPINES,8.6,9,20,1897
-6.5,105.5,INDONESIA,6.5,1,9,1852
12,126,PHILIPPINES,8.1,10,18,1897
54,-132.25,CANADA,,3,28,1963
1.82,127.85,INDONESIA,,1,10,1900
12.139,-88.59,EL SALVADOR,7.3,8,27,2012
10.811,126.638,PHILIPPINES,7.6,8,31,2012
10.085,-85.315,COSTA RICA,7.6,9,5,2012
12.33,-88.291,NICARAGUA,6.6,6,29,1919
69.2,-51.3,GREENLAND,,7,15,2012
-6.004,106.781,INDONESIA,,5,20,1883
13.25,-88.83,EL SALVADOR,,5,25,1906
13.988,-91.895,GUATEMALA,7.3,11,7,2012
31.256,110.733,CHINA,,12,28,2012
37.89,143.949,JAPAN,7.2,12,7,2012
52.788,-132.101,CANADA,7.7,10,28,2012
-41.755,-72.396,CHILE,,2,19,1965
55.393,-134.652,USA,7.5,1,5,2013
-10.38,165.8,SOLOMON ISLANDS,,,,1966
-10.928,166.018,SOLOMON ISLANDS,7,2,8,2013
26.2,127.6,JAPAN,,10,3,1853
-10.766,165.114,SOLOMON ISLANDS,7.9,2,6,2013
46.221,150.788,RUSSIA,7.2,4,19,2013
38.789,15.213,ITALY,,2,4,1879
-5.358,147.12,PAPUA NEW GUINEA,,,,1660
-17.2,-72.3,PERU,8.7,,,1513
-18.6,-71,CHILE,8.5,8,14,1868
-33.05,-71.617,CHILE,,,,1765
-41.704,174.337,NEW ZEALAND,6.5,7,21,2013
3.88,-77.08,COLOMBIA,,10,11,1877
16.86,-99.88,MEXICO,6.5,8,9,1837
19,-113,MEXICO,,1,,1905
35.6,139.7,JAPAN,,9,,1856
14.583,-106.1,MEXICO,,5,4,1925
17,-104,MEXICO,,9,6,1927
39.64,141.96,JAPAN,,5,13,1088
19.45,-99.15,MEXICO,7,10,18,1837
34.6,137.6,JAPAN,,9,28,1680
-46.676,164.721,NEW ZEALAND,7.1,11,22,2004
-41.731,174.027,NEW ZEALAND,6.5,8,16,2013
25.18,62.26,PAKISTAN,,9,24,2013
-39.2,177.6,NEW ZEALAND,5.5,2,11,1855
-40.2,173,NEW ZEALAND,7.6,10,18,1868
-38.85,178.85,NEW ZEALAND,7,9,8,1880
-38.8,176,NEW ZEALAND,6,8,18,1895
-28.886,-176.819,NEW ZEALAND,6.6,6,18,1993
37.2,144.6,JAPAN,7.1,10,25,2013
-36.836,175.692,NEW ZEALAND,,7,28,1840
-43.08,172.97,NEW ZEALAND,,10,10,1978
-38.37,178.31,NEW ZEALAND,,,,1926
-42.719,170.961,NEW ZEALAND,,3,2,1869
-41.93,174.09,NEW ZEALAND,,2,3,1855
-45.46,167.15,NEW ZEALAND,,5,20,1987
-41.32,175.84,NEW ZEALAND,,4,13,1882
-37.61,178.35,NEW ZEALAND,,8,,1840
-44.7,169.2,NEW ZEALAND,,11,4,2002
-43.69,172.9,NEW ZEALAND,,6,29,1881
-41.29,174.78,NEW ZEALAND,,4,6,1870
-46.627,169.126,NEW ZEALAND,,,,1839
-42.45,171.21,NEW ZEALAND,,4,27,1879
-41.75,171.58,NEW ZEALAND,,3,,1871
-43.51,172.73,NEW ZEALAND,,9,16,1891
-60.274,-46.401,ANTARCTICA,7.7,11,17,2013
-11.116,-76.5,PERU,,3,19,1971
-42.72,170.96,NEW ZEALAND,,8,,1871
-38.96,175.73,NEW ZEALAND,,5,7,1846
-37.8,178.2,NEW ZEALAND,,10,6,1914
-45.09,170.98,NEW ZEALAND,,3,31,1869
-38.9,175.8,NEW ZEALAND,5.3,3,2,1956
-39.05,174.07,NEW ZEALAND,,1,4,1869
-43.957,168.616,NEW ZEALAND,,12,,1886
-39.12,177.2,NEW ZEALAND,,8,25,1904
-38.02,178.33,NEW ZEALAND,,12,1,1877
-38.7,178,NEW ZEALAND,,,,1831
-19.965,-70.814,CHILE,6.7,3,16,2014
-6.755,155.024,PAPUA NEW GUINEA,7.5,4,19,2014
-19,168.5,VANUATU,,8,,1878
46.8,8.5,SWITZERLAND,6.2,9,8,1601
-5,148,PAPUA NEW GUINEA,,10,19,1899
-11.463,162.051,SOLOMON ISLANDS,7.4,4,13,2014
17.397,-100.972,MEXICO,7.2,4,18,2014
32.1,139.85,JAPAN,,3,25,1953
-20.571,-70.493,CHILE,7.7,4,3,2014
-11.27,162.148,SOLOMON ISLANDS,7.6,4,12,2014
-19.61,-70.769,CHILE,8.2,4,1,2014
51.849,178.735,USA,7.9,6,23,2014
-29.977,-177.725,NEW ZEALAND,6.9,6,23,2014
54,-128.7,CANADA,,10,17,1974
46.267,12.329,ITALY,,10,9,1963
9.2,-82.8,PANAMA,7.2,12,20,1904
37.005,142.453,JAPAN,6.5,7,11,2014
-10.777,113.366,INDONESIA,6.5,6,4,1994
58.306,-136.96,USA,6.1,7,25,2014
-32.108,-110.811,CHILE,7,10,9,2014
1.893,126.522,INDONESIA,7.1,11,15,2014
39.856,142.881,JAPAN,6.7,2,16,2015
-4.729,152.562,PAPUA NEW GUINEA,7.5,3,29,2015
6.5,-83,PANAMA,,4,30,1950
-16.431,168.148,VANUATU,6.4,2,19,2015
31.529,140.213,JAPAN,5.7,5,2,2015
-5.462,151.875,PAPUA NEW GUINEA,7.5,5,5,2015
38.4,22.3,GREECE,,7,7,551
10.7,-61.7,TRINIDAD AND TOBAGO,,,,1795
-9.307,158.403,SOLOMON ISLANDS,6.7,7,10,2015
-10.401,165.141,SOLOMON ISLANDS,7,7,18,2015
9.85,-84.68,COSTA RICA,6.8,1,20,1905
52.214,-169.399,USA,6.9,7,27,2015
-31.573,-71.674,CHILE,8.3,9,16,2015
60.08,-141.3,USA,,10,18,2015
31.001,128.873,JAPAN,6.7,11,13,2015
38.67,20.6,GREECE,6.5,11,17,2015
-29.46,-72.12,CHILE,6.9,11,11,2015
-4.952,94.33,INDONESIA,7.8,3,2,2016
0.35,-80.16,ECUADOR,7.8,4,16,2016
-14.385,-178.252,WALLIS AND FUTUNA (FRENCH TERRITORY),6.4,3,12,1993
25,121.5,TAIWAN,5.5,4,,1694
-16.043,167.379,VANUATU,7,4,28,2016
-29.06,167.95,AUSTRALIA,,5,8,1805
-55.285,-31.877,UK TERRITORY,7.4,8,19,2016
-22.477,173.117,NEW CALEDONIA,7.2,8,12,2016
12.526,-88.123,EL SALVADOR,7.3,10,14,2014
52.63,-132.2,CANADA,6.1,10,12,2001
-42.737,173.054,NEW ZEALAND,7.8,11,13,2016
-19.75,-175.07,TONGA,,8,30,1892
-37.359,179.146,NEW ZEALAND,7,9,1,2016
58.204,-134.147,USA,,8,16,1917
51.44,3.57,NETHERLANDS,,8,1,1837
17.6,-76.7,JAMAICA,,2,16,1896
-34.917,-56.167,URUGUAY,,5,10,1892
18.5,-69.95,DOMINICAN REPUBLIC,,12,29,1897
-10.38,165.8,SOLOMON ISLANDS,,3,26,1897
-43.6,172.8,NEW ZEALAND,,4,29,1897
25.4,-108.95,MEXICO,,5,10,1894
11.96,-88.835,NICARAGUA,6.9,11,24,2016
-4.505,153.522,PAPUA NEW GUINEA,7.9,12,17,2016
-10.681,161.327,SOLOMON ISLANDS,7.8,12,8,2016
-18,-71,CHILE,,5,31,1895
10.6,-71.6,VENEZUELA,,8,19,1919
-18.5,-70.35,CHILE,,3,27,1892
43.3,17.1,CROATIA,6.1,1,11,1962
-10.749,161.132,SOLOMON ISLANDS,6.9,12,9,2016
-43.688,172.9,NEW ZEALAND,,7,9,1895
37.393,141.387,JAPAN,6.9,11,21,2016
-33.8,151.3,AUSTRALIA,,9,23,1880
16.72,-62.18,MONTSERRAT,,,,1897
59.621,-151.106,USA,,10,,1967
21.898,121.498,TAIWAN,6.8,9,5,1996
-6.246,155.172,PAPUA NEW GUINEA,7.9,1,22,2017
-43.517,-74.391,CHILE,7.6,12,25,2016
19.133,-155.505,USA,,11,14,1883
-19.373,176.052,FIJI,6.9,1,3,2017
27.835,51.94,IRAN,,3,19,2017
24,121,TAIWAN,,4,,1781
5.504,125.066,PHILIPPINES,6.9,4,28,2017
59.852,-136.677,USA,6.2,5,1,2017
-33.038,-72.062,CHILE,6.9,4,24,2017
8.705,-83.88,COSTA RICA,,3,16,1579
71.813,-52.569,GREENLAND,,6,17,2017
64.98,-66.2,CANADA,,10,20,1903
54.443,168.857,RUSSIA,7.7,7,17,2017
36.929,27.414,TURKEY,6.6,7,20,2017
-18.251,-71.01,PERU,7.7,9,18,1833
11,-74.3,COLOMBIA,,7,19,2017
38.93,26.365,GREECE,6.3,6,12,2017
47.4,-70.5,CANADA,,10,20,1870
-18.672,178.464,FIJI,4.9,12,16,1975
37.2,121.8,CHINA,6,5,23,1948
-21.648,168.859,NEW CALEDONIA,6.6,11,1,2017
-18.25,167.5,VANUATU,7.8,12,2,1950
-21.697,169.149,NEW CALEDONIA,6.7,10,31,2017
11.2,-84.8,NICARAGUA,7.4,5,,1844
14.761,-94.103,MEXICO,8.2,9,8,2017
45.77,-75.6,CANADA,,4,6,1908
48.06,-122.36,USA,,,,1820
17.474,-83.519,HONDURAS,7.5,1,10,2018
56.046,-149.073,USA,7.9,1,23,2018
-21.325,168.672,NEW CALEDONIA,7,11,19,2017
7.4,-78.1,PANAMA,6.7,7,11,1976
-30,-179,KERMADEC ISLANDS,,12,8,2017
7.1,-80.6,PANAMA,6.7,10,2,1913
-3.608,144.588,PAPUA NEW GUINEA,,2,9,2018
69.8,20.92,NORWAY,,5,10,2015
43.5,-78,USA,,6,13,1872
-15.776,-74.744,PERU,7.1,1,14,2018
46.33,6.97,SWITZERLAND,5.9,3,11,1584
19.37,-155.032,USA,6.9,5,4,2018
10.8,108.3,VIETNAM,,9,,1877
10.8,108.1,VIETNAM,,7,,1882
-8.287,116.452,INDONESIA,6.9,8,5,2018
45.22,36.72,RUSSIA,,,,1994
46.32,30.67,UKRAINE,,6,27,2014
45.12,36.7,RUSSIA,,,,2000
37.506,20.563,GREECE,6.8,10,25,2018
-18.178,-178.111,FIJI,8.2,8,19,2018
10.855,-62.883,VENEZUELA,7.3,8,21,2018
-22.066,170.05,NEW CALEDONIA,7.1,8,29,2018
-0.178,119.84,INDONESIA,7.5,9,28,2018
-21.969,169.446,NEW CALEDONIA,7.5,12,5,2018
12.3,-61.63,GRENADA,,7,24,1939
14.602,-61.065,MARTINIQUE (FRENCH TERRITORY),,6,6,1902
12.3,-61.63,GRENADA,,10,24,1965
14.553,-61.009,MARTINIQUE (FRENCH TERRITORY),,7,8,1902
-6.102,105.423,INDONESIA,,12,22,2018
36.957,49.409,IRAN,7.3,6,20,1990
31.065,109.92,CHINA,,11,23,2008
26,-111.35,MEXICO,7.4,8,27,1810
31.077,109.896,CHINA,,6,24,2015
-19.125,169.613,VANUATU,6.7,3,9,2012
38.646,139.472,JAPAN,6.4,6,18,2019
34.164,25.471,GREECE,6.4,7,1,2009
-4.051,152.597,PAPUA NEW GUINEA,7.6,5,14,2019
-21.7,168,NEW CALEDONIA,,3,12,1997
-20.5,165,NEW CALEDONIA,,,,1936
-20.6,165,NEW CALEDONIA,,5,,1942
-30.056,-72.082,CHILE,6.4,6,14,2019
-30.805,-178.095,NEW ZEALAND,7.2,6,15,2019
38.789,15.213,ITALY,,8,28,2019
36.45,28.2,GREECE,,3,24,2002
-20.244,168.226,NEW CALEDONIA,6.8,5,10,2011
-8.899,158.422,SOLOMON ISLANDS,6.8,11,18,2015
-21.638,168.673,NEW CALEDONIA,6.3,11,19,2017
-21.503,168.598,NEW CALEDONIA,6.6,11,19,2017
-21.743,169.522,NEW CALEDONIA,6.5,10,16,2018
50.56,131.47,RUSSIA,,12,11,2018
21.4,108,VIETNAM,,,,1978
19,106,VIETNAM,,,,1899
10.158,109.014,VIETNAM,6.1,,,1923
40,3.83,SPAIN,,6,15,2006
-9,-139,FRENCH POLYNESIA,,,,1806
1.6,126.416,INDONESIA,7.1,11,14,2019
-7.782,107.297,INDONESIA,7,9,2,2009
17.916,-66.813,USA TERRITORY,6.4,1,7,2020
41.8,-112.7,USA,,10,6,1909
26.755,86.616,BANGLADESH,6.6,8,20,1988
70.3,-53,GREENLAND,,,,1952
65.02,-16.7,ICELAND,,7,21,2014
19.44,-78.755,CUBA,7.7,1,28,2020
40.394,143.68,JAPAN,6,8,20,2016
39.027,143.441,JAPAN,6.2,5,30,1998
48.986,157.693,RUSSIA,7.5,3,25,2020
40.2,24.5,GREECE,7,6,28,1585
40.092,24.627,GREECE,7.2,11,8,1905
34.205,25.712,GREECE,6.6,5,2,2020
-8.058,114.242,INDONESIA,,5,29,2020
55.03,-158.522,USA,7.8,7,22,2020
-33.294,-177.838,NEW ZEALAND,7.4,6,18,2020
18.081,-102.182,MEXICO,6,4,22,2013
-7.8,110.4,INDONESIA,,6,10,1867
16.029,-95.901,MEXICO,7.4,6,23,2020
